,,Output Data,Output Data,Confidence Score,Confidence Score,
,Filename,FBA,AVE,FBA,AVE,Weighted Score
0,12102021111421-0012.jpg,245.0,11.0,95.703125,4.296875,1.0859375
1,1311 cropped_Page_02.jpg,238.0,18.0,92.96875,7.03125,1.140625
2,cropped Val7 C-D.png,244.0,12.0,95.3125,4.6875,1.09375
3,Val7 C-D.jpg,242.0,14.0,94.53125,5.46875,1.109375
